C_ID,C_UPDATETIME,C_UPDATEUSER,C_CREATEUSER,C_CREATETIME,C_SC_MNEMONIC,S_LOCK_COUNTER,C_GEOREFERENCSTA,C_GEOREFERENCQLT,C_ADDRESS_STREET,C_ADDRESS_HOUSEN,C_ADDRESS_CITYDI,C_ADDRESS_CITY,C_ADDRESS_ZIPCOD,C_ADDRESS_COUNTR,C_ADDRESS_COORDX,C_ADDRESS_COORDY,C_ADDRESS_COORDT,C_ADDRESS_CO_INN,C_ADDRESS_INN,C_GEOCODED_STREE,C_GEOCODED_HOUSE,C_GEOCODED_CITYD,C_GEOCODED_CITY,C_GEOCODED_ZIPCO,C_GEOCODED_COUNT,C_GEOCODED_COORX,C_GEOCODED_COORY,C_GEOCODED_COORT,C_GEOCODED_COINN,C_GEOCODED_ISNOT,C_IMPORTED_STREE,C_IMPORTED_HOUSE,C_IMPORTED_CITYD,C_IMPORTED_CITY,C_IMPORTED_ZIPCO,C_IMPORTED_COUNT,C_IMPORTED_COORX,C_IMPORTED_COORY,C_IMPORTED_COORT,C_IMPORTED_COINN,C_IMPORTED_INN,C_GEOREFERENCLVL
384817ac353eeccb0000011b6ed7a09a00cd,2008-07-29 14:42:50,GK,GK,2008-07-29 14:42:50,LOGOTAKT,1,1,,,,,Waldshut,,CH,822060,4762108,2,1,1,,,,,,,,,,,,,,,Waldshut,,CH,822060,4762108,2,1,1,
384817ac353eeccb0000011b6ed7a2fb00ce,2008-07-29 14:42:50,GK,GK,2008-07-29 14:42:50,LOGOTAKT,1,1,,,,,Eglisau,,CH,851576,4757253,2,1,1,,,,,,,,,,,,,,,Eglisau,,CH,851576,4757253,2,1,1,
384817ac353eeccb0000011b6ed7a5f900cf,2008-07-29 14:42:51,GK,GK,2008-07-29 14:42:51,LOGOTAKT,1,1,,,,,Stein Säcking,,CH,795240,4754071,2,1,1,,,,,,,,,,,,,,,Stein Säcking,,CH,795240,4754071,2,1,1,
384817ac353eeccb0000011b6ed7a82c00d0,2008-07-29 14:42:52,GK,GK,2008-07-29 14:42:52,LOGOTAKT,1,1,,,,,Linthal,,CH,899575,4692360,2,1,1,,,,,,,,,,,,,,,Linthal,,CH,899575,4692360,2,1,1,
384817ac353eeccb0000011b6ed7ab6800d1,2008-07-29 14:42:53,GK,GK,2008-07-29 14:42:53,LOGOTAKT,1,1,,,,,Klosters,,CH,987521,4688351,2,1,1,,,,,,,,,,,,,,,Klosters,,CH,987521,4688351,2,1,1,
384817ac353eeccb0000011b6ed7ae0800d2,2008-07-29 14:42:53,GK,GK,2008-07-29 14:42:53,LOGOTAKT,1,1,,,,,Sagliains,,CH,1010357,4676503,2,1,1,,,,,,,,,,,,,,,Sagliains,,CH,1010357,4676503,2,1,1,
384817ac353eeccb0000011b6ed7b27c00d3,2008-07-29 14:42:54,GK,GK,2008-07-29 14:42:54,LOGOTAKT,1,1,,,,,Bever,,CH,988838,4654963,2,1,1,,,,,,,,,,,,,,,Bever,,CH,988838,4654963,2,1,1,
384817ac353eeccb0000011b6ed7b55b00d4,2008-07-29 14:42:55,GK,GK,2008-07-29 14:42:55,LOGOTAKT,1,1,,,,,Romanshorn,,CH,937957,4756474,2,1,1,,,,,,,,,,,,,,,Romanshorn,,CH,937957,4756474,2,1,1,
384817ac353eeccb0000011b6ed7b7bc00d5,2008-07-29 14:42:56,GK,GK,2008-07-29 14:42:56,LOGOTAKT,1,1,,,,,Rothrist,,CH,788129,4730709,2,1,1,,,,,,,,,,,,,,,Rothrist,,CH,788129,4730709,2,1,1,
384817ac353eeccb0000011b6ed7ba3d00d6,2008-07-29 14:42:56,GK,GK,2008-07-29 14:42:56,LOGOTAKT,1,1,,,,,Zofing,,CH,794334,4728737,2,1,1,,,,,,,,,,,,,,,Zofing,,CH,794334,4728737,2,1,1,
384817ac353eeccb0000011b6ed7bcdc00d7,2008-07-29 14:42:57,GK,GK,2008-07-29 14:42:57,LOGOTAKT,1,1,,,,,Nierglatt,,CH,850595,4749176,2,1,1,,,,,,,,,,,,,,,Nierglatt,,CH,850595,4749176,2,1,1,
384817ac353eeccb0000011b6ed7bf8c00d8,2008-07-29 14:42:58,GK,GK,2008-07-29 14:42:58,LOGOTAKT,1,1,,,,,Charonay,,CH,656788,4670906,2,1,1,,,,,,,,,,,,,,,Charonay,,CH,656788,4670906,2,1,1,
384817ac353eeccb0000011b6ed7c21c00d9,2008-07-29 14:42:58,GK,GK,2008-07-29 14:42:58,LOGOTAKT,1,1,,,,,Frenkendorf,,CH,771894,4750234,2,1,1,,,,,,,,,,,,,,,Frenkendorf,,CH,771894,4750234,2,1,1,
384817ac353eeccb0000011b6ed7c49d00da,2008-07-29 14:42:59,GK,GK,2008-07-29 14:42:59,LOGOTAKT,1,1,,,,,Birrfeld - KILLWANGEN JCT,,CH,825070,4749266,2,1,1,,,,,,,,,,,,,,,Birrfeld - KILLWANGEN JCT,,CH,825070,4749266,2,1,1,
384817ac353eeccb0000011b6ec6f3be00ac,2008-07-29 14:24:37,GK,GK,2008-07-29 14:24:37,LOGOTAKT,0,1,,,,,NORTHALLERTON,,GB,-144067,5433205,2,1,1,,,,,,,,,,,,,,,NORTHALLERTON,,UK,-144067,5433205,2,1,1,
384817ac353eeccb0000011b6ec6f66d00ad,2008-07-29 14:24:38,GK,GK,2008-07-29 14:24:38,LOGOTAKT,0,1,,,,,SOUTHAMPTON,,GB,-143453,5091096,2,1,1,,,,,,,,,,,,,,,SOUTHAMPTON,,UK,-143453,5091096,2,1,1,
384817ac353eeccb0000011b6ec6f7a600ae,2008-07-29 14:24:38,GK,GK,2008-07-29 14:24:38,LOGOTAKT,0,1,,,,,,,GB,-213350,5216400,2,1,1,,,,,,,,,,,,,,,,,UK,-213350,5216400,2,1,1,
384817ac353eeccb0000011b6ec6f94c00af,2008-07-29 14:24:38,GK,GK,2008-07-29 14:24:38,LOGOTAKT,0,1,,,,,Wien-Zentral,,AT,1631441,4822313,2,1,1,,,,,,,,,,,,,,,Wien-Zentral,,AU,1631441,4822313,2,1,1,
384817ac353eeccb0000011b6ec6fb0100b0,2008-07-29 14:24:39,GK,GK,2008-07-29 14:24:39,LOGOTAKT,0,1,,,,,OROPESA DE MAR,,ES,13991,4009236,2,1,1,,,,,,,,,,,,,,,OROPESA DE MAR,,ES,13991,4009236,2,1,1,
384817ac353eeccb0000011b6ec6fcf500b1,2008-07-29 14:24:39,GK,GK,2008-07-29 14:24:39,LOGOTAKT,0,1,,,,,VINAROZ,,ES,45479,4047113,2,1,1,,,,,,,,,,,,,,,VINAROZ,,ES,45479,4047113,2,1,1,
384817ac353eeccb0000011b6ec6ff3700b2,2008-07-29 14:24:40,GK,GK,2008-07-29 14:24:40,LOGOTAKT,0,1,,,,,ULLDECONA,,ES,44754,4059394,2,1,1,,,,,,,,,,,,,,,ULLDECONA,,ES,44754,4059394,2,1,1,
384817ac353eeccb0000011b6ec700fd00b3,2008-07-29 14:24:40,GK,GK,2008-07-29 14:24:40,LOGOTAKT,0,1,,,,,TORTOSA,,ES,52265,4080699,2,1,1,,,,,,,,,,,,,,,TORTOSA,,ES,52265,4080699,2,1,1,
384817ac353eeccb0000011b6ec702d100b4,2008-07-29 14:24:41,GK,GK,2008-07-29 14:24:41,LOGOTAKT,0,1,,,,,Fayón,,ES,33142,4124331,2,1,1,,,,,,,,,,,,,,,Fayón,,ES,33142,4124331,2,1,1,
384817ac353eeccb0000011b6ec7063c00b5,2008-07-29 14:24:42,GK,GK,2008-07-29 14:24:42,LOGOTAKT,0,1,,,,,TARRAGONA,,ES,125361,4111138,2,1,1,,,,,,,,,,,,,,,TARRAGONA,,ES,125361,4111138,2,1,1,
384817ac353eeccb0000011b6ec70a8200b6,2008-07-29 14:24:43,GK,GK,2008-07-29 14:24:43,LOGOTAKT,0,1,,,,,REUS,,ES,110031,4116097,2,1,1,,,,,,,,,,,,,,,REUS,,ES,110031,4116097,2,1,1,
384817ac353eeccb0000011b6ec70d3200b7,2008-07-29 14:24:44,GK,GK,2008-07-29 14:24:44,LOGOTAKT,0,1,,,,,PLANA PICAMOÝXONS,,ES,120471,4130162,2,1,1,,,,,,,,,,,,,,,PLANA PICAMOÝXONS,,ES,120471,4130162,2,1,1,
384817ac353eeccb0000011b6ec90a3a00ab,2008-07-29 14:26:54,GK,GK,2008-07-29 14:26:54,LOGOTAKT,1,1,,,,,RIMINI,,IT,1257566,4406348,2,1,1,,,,,,,,,,,,,,,RIMINI,,IT,1257566,4406348,2,1,1,
384817ac353eeccb0000011b6ec90b4400ac,2008-07-29 14:26:54,GK,GK,2008-07-29 14:26:54,LOGOTAKT,0,1,,,,,PADOVA,,IT,1185172,4540658,2,1,1,,,,,,,,,,,,,,,PADOVA,,IT,1185172,4540658,2,1,1,
384817ac353eeccb0000011b6ec90df300ad,2008-07-29 14:26:55,GK,GK,2008-07-29 14:26:55,LOGOTAKT,0,1,,,,,MESTRE,,IT,1222796,4548278,2,1,1,,,,,,,,,,,,,,,MESTRE,,IT,1222796,4548278,2,1,1,
384817ac353eeccb0000011b6ec90fa900ae,2008-07-29 14:26:55,GK,GK,2008-07-29 14:26:55,LOGOTAKT,1,1,,,,,VENEZIA,,IT,1231684,4544246,2,1,1,,,,,,,,,,,,,,,VENEZIA,,IT,1231684,4544246,2,1,1,
384817ac353eeccb0000011b6ec910c200af,2008-07-29 14:26:56,GK,GK,2008-07-29 14:26:56,LOGOTAKT,0,1,,,,,IMMENSEE JCT,,CH,845960,4709420,2,1,1,,,,,,,,,,,,,,,IMMENSEE JCT,,CH,845960,4709420,2,1,1,
384817ac353eeccb0000011b6ec9120a00b0,2008-07-29 14:26:56,GK,GK,2008-07-29 14:26:56,LOGOTAKT,0,1,,,,,ROTKREUZ,,CH,842964,4714195,2,1,1,,,,,,,,,,,,,,,ROTKREUZ,,CH,842964,4714195,2,1,1,
384817ac353eeccb0000011b6ec9135200b1,2008-07-29 14:26:56,GK,GK,2008-07-29 14:26:56,LOGOTAKT,0,1,,,,,ARTH-GOLDAU,,CH,854860,4704894,2,1,1,,,,,,,,,,,,,,,ARTH-GOLDAU,,CH,854860,4704894,2,1,1,
384817ac5aeed70b00000118efc5780e0022,2008-03-27 12:47:04,GK,GK,2008-03-27 11:25:39,LOGOTAKT,1,1,,,,,,,,1082147,4993855,2,1,1,,,,,,,,,,,,,,,,,,1082147,4993855,2,1,1,
384817ac5aeed70b00000118efc578e90023,2008-03-27 12:47:04,GK,GK,2008-03-27 11:25:39,LOGOTAKT,1,1,,,,,,,,1017768,4989460,2,1,1,,,,,,,,,,,,,,,,,,1017768,4989460,2,1,1,
384817ac5aeed70b00000118efc579c40024,2008-03-27 12:47:04,GK,GK,2008-03-27 11:25:39,LOGOTAKT,1,1,,,,,,,,1019441,4988897,2,1,1,,,,,,,,,,,,,,,,,,1019441,4988897,2,1,1,
384817ac5aeed70b00000118efc59b07004b,2008-03-27 12:47:13,GK,GK,2008-03-27 11:25:48,LOGOTAKT,1,1,,,,,,,,1596501,4838896,2,1,1,,,,,,,,,,,,,,,,,,1596501,4838896,2,1,1,
384817ac5aeed70b00000118efc677cb0028,2008-03-27 12:47:49,GK,GK,2008-03-27 11:26:44,LOGOTAKT,1,1,,,,,,,,1435043,5012380,2,1,1,,,,,,,,,,,,,,,,,,1435043,5012380,2,1,1,
384817ac353eeccb0000011b6ed131820054,2008-07-29 14:35:48,GK,GK,2008-07-29 14:35:48,LOGOTAKT,0,1,,,,,RIIHIMAKI,,FI,2479029,6072515,2,1,1,,,,,,,,,,,,,,,RIIHIMAKI,,FI,2479029,6072515,2,1,1,
384817ac353eeccb0000011b6ed133e30055,2008-07-29 14:35:49,GK,GK,2008-07-29 14:35:49,LOGOTAKT,0,1,,,,,KERAVA,,FI,2510673,6040479,2,1,1,,,,,,,,,,,,,,,KERAVA,,FI,2510673,6040479,2,1,1,
384817ac353eeccb0000011b6ec91e8d00b9,2008-07-29 14:26:59,GK,GK,2008-07-29 14:26:59,LOGOTAKT,0,1,,,,,WINTERTHUR,,CH,872344,4749994,2,1,1,,,,,,,,,,,,,,,WINTERTHUR,,CH,872344,4749994,2,1,1,
384817ac353eeccb0000011b6ec9201400ba,2008-07-29 14:26:59,GK,GK,2008-07-29 14:26:59,LOGOTAKT,0,1,,,,,SCH-SIN,,CH,872748,4774559,2,1,1,,,,,,,,,,,,,,,SCH-SIN,,CH,872748,4774559,2,1,1,
384817ac353eeccb0000011b6ec9215c00bb,2008-07-29 14:27:00,GK,GK,2008-07-29 14:27:00,LOGOTAKT,0,1,,,,,SINGEN,,DE,884484,4776057,2,1,1,,,,,,,,,,,,,,,SINGEN,,DE,884484,4776057,2,1,1,
384817ac353eeccb0000011b6ec9239e00bc,2008-07-29 14:27:00,GK,GK,2008-07-29 14:27:00,LOGOTAKT,0,1,,,,,ST GALLEN,,CH,936939,4742325,2,1,1,,,,,,,,,,,,,,,ST GALLEN,,CH,936939,4742325,2,1,1,
384817ac353eeccb0000011b6ec9252500bd,2008-07-29 14:27:01,GK,GK,2008-07-29 14:27:01,LOGOTAKT,0,1,,,,,CHUR,,CH,952788,4685312,2,1,1,,,,,,,,,,,,,,,CHUR,,CH,952788,4685312,2,1,1,
384817ac353eeccb0000011b6ec9263e00be,2008-07-29 14:27:01,GK,GK,2008-07-29 14:27:01,LOGOTAKT,0,1,,,,,SARGANS,,CH,944485,4704509,2,1,1,,,,,,,,,,,,,,,SARGANS,,CH,944485,4704509,2,1,1,
384817ac353eeccb0000011b6ec927e400bf,2008-07-29 14:27:01,GK,GK,2008-07-29 14:27:01,LOGOTAKT,0,1,,,,,BUCHS,,CH,947752,4717164,2,1,1,,,,,,,,,,,,,,,BUCHS,,CH,947752,4717164,2,1,1,
384817ac353eeccb0000011b6ec9297a00c0,2008-07-29 14:27:02,GK,GK,2008-07-29 14:27:02,LOGOTAKT,0,1,,,,,TIRANO,,IT,1016683,4621536,2,1,1,,,,,,,,,,,,,,,TIRANO,,IT,1016683,4621536,2,1,1,
384817ac353eeccb0000011b6ec92b9d00c1,2008-07-29 14:27:02,GK,GK,2008-07-29 14:27:02,LOGOTAKT,0,1,,,,,FELDKIRCH,,AT,960682,4724333,2,1,1,,,,,,,,,,,,,,,FELDKIRCH,,AU,960682,4724333,2,1,1,
384817ac353eeccb0000011b6ec92d1400c2,2008-07-29 14:27:03,GK,GK,2008-07-29 14:27:03,LOGOTAKT,0,1,,,,,FRIEDRICHSHAFEN,,DE,947433,4765323,2,1,1,,,,,,,,,,,,,,,FRIEDRICHSHAFEN,,DE,947433,4765323,2,1,1,
384817ac353eeccb0000011b6ec92e1e00c3,2008-07-29 14:27:03,GK,GK,2008-07-29 14:27:03,LOGOTAKT,0,1,,,,,ST MARGRETHEN,,CH,964018,4745312,2,1,1,,,,,,,,,,,,,,,ST MARGRETHEN,,CH,964018,4745312,2,1,1,
384817ac353eeccb0000011b6ec92fc300c4,2008-07-29 14:27:03,GK,GK,2008-07-29 14:27:03,LOGOTAKT,0,1,,,,,LAU-MAR,,AT,965796,4744783,2,1,1,,,,,,,,,,,,,,,LAU-MAR,,AU,965796,4744783,2,1,1,
384817ac353eeccb0000011b6ec9317900c5,2008-07-29 14:27:04,GK,GK,2008-07-29 14:27:04,LOGOTAKT,0,1,,,,,LINDAU,,DE,968043,4754530,2,1,1,,,,,,,,,,,,,,,LINDAU,,DE,968043,4754530,2,1,1,
384817ac353eeccb0000011b6ec9332e00c6,2008-07-29 14:27:04,GK,GK,2008-07-29 14:27:04,LOGOTAKT,0,1,,,,,LAUTERBACH,,AT,972427,4747751,2,1,1,,,,,,,,,,,,,,,LAUTERBACH,,AU,972427,4747751,2,1,1,
384817ac353eeccb0000011b6ec9349600c7,2008-07-29 14:27:05,GK,GK,2008-07-29 14:27:05,LOGOTAKT,0,1,,,,,BRE-LIN,,DE,973589,4753446,2,1,1,,,,,,,,,,,,,,,BRE-LIN,,DE,973589,4753446,2,1,1,
384817ac353eeccb0000011b6ec9362c00c8,2008-07-29 14:27:05,GK,GK,2008-07-29 14:27:05,LOGOTAKT,0,1,,,,,WANGEN JCT,,DE,983403,4765156,2,1,1,,,,,,,,,,,,,,,WANGEN JCT,,DE,983403,4765156,2,1,1,
384817ac353eeccb0000011b6ed4a74f008b,2008-07-29 14:39:35,GK,GK,2008-07-29 14:39:35,LOGOTAKT,0,1,,,,,OXFORD,,GB,-127044,5175326,2,1,1,,,,,,,,,,,,,,,OXFORD,,UK,-127044,5175326,2,1,1,
384817ac353eeccb0000011b6ed4a9e0008c,2008-07-29 14:39:36,GK,GK,2008-07-29 14:39:36,LOGOTAKT,0,1,,,,,COVENTRY,,GB,-151437,5240090,2,1,1,,,,,,,,,,,,,,,COVENTRY,,UK,-151437,5240090,2,1,1,
384817ac353eeccb0000011b6ed4b1ee008d,2008-07-29 14:39:38,GK,GK,2008-07-29 14:39:38,LOGOTAKT,0,1,,,,,RUGBY,,GB,-125127,5237960,2,1,1,,,,,,,,,,,,,,,RUGBY,,UK,-125127,5237960,2,1,1,
384817ac353eeccb0000011b6ed4b4ad008e,2008-07-29 14:39:38,GK,GK,2008-07-29 14:39:38,LOGOTAKT,0,1,,,,,COSHAM,,GB,-106797,5084193,2,1,1,,,,,,,,,,,,,,,COSHAM,,UK,-106797,5084193,2,1,1,
384817ac353eeccb0000011b6ed4b644008f,2008-07-29 14:39:39,GK,GK,2008-07-29 14:39:39,LOGOTAKT,0,1,,,,,FARNBOROUGH,,GB,-75741,5129670,2,1,1,,,,,,,,,,,,,,,FARNBOROUGH,,UK,-75741,5129670,2,1,1,
384817ac353eeccb0000011b6ed4b9120090,2008-07-29 14:39:40,GK,GK,2008-07-29 14:39:40,LOGOTAKT,0,1,,,,,HOVE JCT,,GB,-15313,5084146,2,1,1,,,,,,,,,,,,,,,HOVE JCT,,UK,-15313,5084146,2,1,1,
384817ac353eeccb0000011b6ed4baf70091,2008-07-29 14:39:40,GK,GK,2008-07-29 14:39:40,LOGOTAKT,0,1,,,,,PRESTON PARK JCT,,GB,-16208,5083366,2,1,1,,,,,,,,,,,,,,,PRESTON PARK JCT,,UK,-16208,5083366,2,1,1,
384817ac353eeccb0000011b6ed4bda60092,2008-07-29 14:39:41,GK,GK,2008-07-29 14:39:41,LOGOTAKT,0,1,,,,,BRIGHTON,,GB,-14156,5082828,2,1,1,,,,,,,,,,,,,,,BRIGHTON,,UK,-14156,5082828,2,1,1,
384817ac353eeccb0000011b6ed4c0460093,2008-07-29 14:39:41,GK,GK,2008-07-29 14:39:41,LOGOTAKT,0,1,,,,,KEYMER JCT,,GB,-12375,5095981,2,1,1,,,,,,,,,,,,,,,KEYMER JCT,,UK,-12375,5095981,2,1,1,
384817ac353eeccb0000011b6ed4c2790094,2008-07-29 14:39:42,GK,GK,2008-07-29 14:39:42,LOGOTAKT,0,1,,,,,GATWICK,,GB,-16089,5116883,2,1,1,,,,,,,,,,,,,,,GATWICK,,UK,-16089,5116883,2,1,1,
384817ac353eeccb0000011b6ed4c4ea0095,2008-07-29 14:39:43,GK,GK,2008-07-29 14:39:43,LOGOTAKT,0,1,,,,,REDHILL,,GB,-16573,5123952,2,1,1,,,,,,,,,,,,,,,REDHILL,,UK,-16573,5123952,2,1,1,
384817ac353eeccb0000011b6ed4c69f0096,2008-07-29 14:39:43,GK,GK,2008-07-29 14:39:43,LOGOTAKT,0,1,,,,,READING,,GB,-97284,5145943,2,1,1,,,,,,,,,,,,,,,READING,,UK,-97284,5145943,2,1,1,
384817ac353eeccb0000011b6ed4c8830097,2008-07-29 14:39:43,GK,GK,2008-07-29 14:39:43,LOGOTAKT,0,1,,,,,LONDON,,GB,-7144,5149751,2,1,1,,,,,,,,,,,,,,,LONDON,,UK,-7144,5149751,2,1,1,
384817ac353eeccb0000011b6ed4ca770098,2008-07-29 14:39:44,GK,GK,2008-07-29 14:39:44,LOGOTAKT,0,1,,,,,BIRMINGHAM,,GB,-187770,5247230,2,1,1,,,,,,,,,,,,,,,BIRMINGHAM,,UK,-187770,5247230,2,1,1,
384817ac353eeccb0000011b6ed4ccba0099,2008-07-29 14:39:45,GK,GK,2008-07-29 14:39:45,LOGOTAKT,0,1,,,,,WATER ORTON JCT,,GB,-173601,5251886,2,1,1,,,,,,,,,,,,,,,WATER ORTON JCT,,UK,-173601,5251886,2,1,1,
384817ac353eeccb0000011b6ed4cf2b009a,2008-07-29 14:39:45,GK,GK,2008-07-29 14:39:45,LOGOTAKT,0,1,,,,,WHITACRE JCT,,GB,-167801,5252095,2,1,1,,,,,,,,,,,,,,,WHITACRE JCT,,UK,-167801,5252095,2,1,1,
384817ac353eeccb0000011b6ed4d11f009b,2008-07-29 14:39:46,GK,GK,2008-07-29 14:39:46,LOGOTAKT,0,1,,,,,KINGSBURY JCT,,GB,-167803,5255254,2,1,1,,,,,,,,,,,,,,,KINGSBURY JCT,,UK,-167803,5255254,2,1,1,
384817ac353eeccb0000011b6ed4d2a5009c,2008-07-29 14:39:46,GK,GK,2008-07-29 14:39:46,LOGOTAKT,0,1,,,,,TAMWORTH,,GB,-168614,5263715,2,1,1,,,,,,,,,,,,,,,TAMWORTH,,UK,-168614,5263715,2,1,1,
384817ac353eeccb0000011b6ed4d48a009d,2008-07-29 14:39:47,GK,GK,2008-07-29 14:39:47,LOGOTAKT,0,1,,,,,NUNEATON,,GB,-146339,5252615,2,1,1,,,,,,,,,,,,,,,NUNEATON,,UK,-146339,5252615,2,1,1,
384817ac5aeed70b00000118f011ba75004a,2008-03-27 12:48:57,GK,GK,2008-03-27 12:48:57,LOGOTAKT,0,1,,,,,Roermond,,NL,599053,5119004,2,1,1,,,,,,,,,,,,,,,Roermond,,,599053,5119004,2,1,1,
384817ac5aeed70b00000118f011bb9d004b,2009-07-31 08:52:21,GK,GK,2008-03-27 12:48:57,LOGOTAKT,1,3,100,,,,Maasluis,,NL,423976,5191478,2,1,1,,,,Maassluis,3144,NL,425321,5192283,2,1,1,,,,Maasluis,,,428128,5195204,2,1,1,
384817ac5aeed70b00000118f011bc97004c,2008-03-27 12:48:57,GK,GK,2008-03-27 12:48:57,LOGOTAKT,0,1,,,,,Overpelt,,,552213,5126588,2,1,1,,,,,,,,,,,,,,,Overpelt,,,552213,5126588,2,1,1,
384817ac5aeed70b00000118f011bdb1004d,2008-03-27 12:48:57,GK,GK,2008-03-27 12:48:57,LOGOTAKT,0,1,,,,,Aalter,,,353929,5108538,2,1,1,,,,,,,,,,,,,,,Aalter,,,353929,5108538,2,1,1,
384817ac353eeccb0000011b6ed9b35d007b,2008-07-29 14:45:06,GK,GK,2008-07-29 14:45:06,LOGOTAKT,0,1,,,,,La Nava,,ES,-392103,3895495,2,1,1,,,,,,,,,,,,,,,La Nava,,ES,-392103,3895495,2,1,1,
384817ac353eeccb0000011b6ed9b60d007c,2008-07-29 14:45:06,GK,GK,2008-07-29 14:45:06,LOGOTAKT,1,1,,,,,Kyiv,,UA,3052081,5045533,2,1,1,,,,,,,,,,,,,,,Kyiv,,UA,3052081,5045533,2,1,1,
384817ac353eeccb0000011b6ed9b87e007d,2008-07-29 14:45:07,GK,GK,2008-07-29 14:45:07,LOGOTAKT,1,1,,,,,Korosten,,UA,2861613,5096313,2,1,1,,,,,,,,,,,,,,,Korosten,,UA,2861613,5096313,2,1,1,
384817ac353eeccb0000011b6ed9bb9a007e,2008-07-29 14:45:08,GK,GK,2008-07-29 14:45:08,LOGOTAKT,1,1,,,,,Kovel,,UA,2471809,5122153,2,1,1,,,,,,,,,,,,,,,Kovel,,UA,2471809,5122153,2,1,1,
384817ac353eeccb0000011b6ed9beb7007f,2008-07-29 14:45:09,GK,GK,2008-07-29 14:45:09,LOGOTAKT,1,1,,,,,Koziatyn,,UA,2883282,4970682,2,1,1,,,,,,,,,,,,,,,Koziatyn,,UA,2883282,4970682,2,1,1,
384817ac353eeccb0000011b6ed9c1860080,2008-07-29 14:45:09,GK,GK,2008-07-29 14:45:09,LOGOTAKT,1,1,,,,,Zhmerynka,,UA,2851128,4923818,2,1,1,,,,,,,,,,,,,,,Zhmerynka,,UA,2851128,4923818,2,1,1,
384817ac353eeccb0000011b6ed9c4a30081,2008-07-29 14:45:10,GK,GK,2008-07-29 14:45:10,LOGOTAKT,1,1,,,,,L`VIV,,UA,2403049,4985155,2,1,1,,,,,,,,,,,,,,,L`VIV,,UA,2403049,4985155,2,1,1,
384817ac353eeccb0000011b6ed9c6a70082,2008-07-29 14:45:11,GK,GK,2008-07-29 14:45:11,LOGOTAKT,1,1,,,,,Kremencuk,,UA,3343329,4907000,2,1,1,,,,,,,,,,,,,,,Kremencuk,,UA,3343329,4907000,2,1,1,
384817ac353eeccb0000011b6ed9c8c90083,2008-07-29 14:45:11,GK,GK,2008-07-29 14:45:11,LOGOTAKT,1,1,,,,,Pochmicha,,UA,3226595,4852280,2,1,1,,,,,,,,,,,,,,,Pochmicha,,UA,3226595,4852280,2,1,1,
384817ac353eeccb0000011b6ed9caae0084,2008-07-29 14:45:12,GK,GK,2008-07-29 14:45:12,LOGOTAKT,1,1,,,,,Fastiv,,UA,2992572,5007416,2,1,1,,,,,,,,,,,,,,,Fastiv,,UA,2992572,5007416,2,1,1,
384817ac353eeccb0000011b6ec7697b00df,2008-07-29 14:25:07,GK,GK,2008-07-29 14:25:07,LOGOTAKT,0,1,,,,,NOISY LE SEC,,FR,245760,4889677,2,1,1,,,,,,,,,,,,,,,NOISY LE SEC,,FR,245760,4889677,2,1,1,
384817ac353eeccb0000011b6ec76c9700e0,2008-07-29 14:25:08,GK,GK,2008-07-29 14:25:08,LOGOTAKT,0,1,,,,,CREIL,,FR,246955,4926602,2,1,1,,,,,,,,,,,,,,,CREIL,,FR,246955,4926602,2,1,1,
384817ac353eeccb0000011b6ec76e4d00e1,2008-07-29 14:25:08,GK,GK,2008-07-29 14:25:08,LOGOTAKT,0,1,,,,,MORET,,FR,280640,4837453,2,1,1,,,,,,,,,,,,,,,MORET,,FR,280640,4837453,2,1,1,
384817ac353eeccb0000011b6ed9d57b0088,2008-07-29 14:45:14,GK,GK,2008-07-29 14:45:14,LOGOTAKT,1,1,,,,,Liubotyn,,PL,3593594,4994074,2,1,1,,,,,,,,,,,,,,,Liubotyn,,PL,3593594,4994074,2,1,1,
384817ac353eeccb0000011b6ed9d79e0089,2008-07-29 14:45:15,GK,GK,2008-07-29 14:45:15,LOGOTAKT,1,1,,,,,Kharkiv,,UA,3619450,4995814,2,1,1,,,,,,,,,,,,,,,Kharkiv,,UA,3619450,4995814,2,1,1,
384817ac353eeccb0000011b6ed9d9d1008a,2008-07-29 14:45:16,GK,GK,2008-07-29 14:45:16,LOGOTAKT,1,1,,,,,Vorozhba,,UA,3464096,5070580,2,1,1,,,,,,,,,,,,,,,Vorozhba,,UA,3464096,5070580,2,1,1,
384817ac353eeccb0000011b6ed9dba6008b,2008-07-29 14:45:16,GK,GK,2008-07-29 14:45:16,LOGOTAKT,1,1,,,,,Kalinkavichy,,BY,2933682,5214131,2,1,1,,,,,,,,,,,,,,,Kalinkavichy,,BY,2933682,5214131,2,1,1,
384817ac353eeccb0000011b6ed9dda9008c,2008-07-29 14:45:17,GK,GK,2008-07-29 14:45:17,LOGOTAKT,1,1,,,,,Odessa,,UA,3072738,4652206,2,1,1,,,,,,,,,,,,,,,Odessa,,UA,3072738,4652206,2,1,1,
384817ac353eeccb0000011b6ed9df9d008d,2008-07-29 14:45:17,GK,GK,2008-07-29 14:45:17,LOGOTAKT,1,1,,,,,Borschi,,UA,2949952,4786156,2,1,1,,,,,,,,,,,,,,,Borschi,,UA,2949952,4786156,2,1,1,
