"C_ID"|"C_ID"|"C_ACTUALARRIVAL"|"C_ACTUALDEPARTURE"
"73f316ac79c18950000001288d31ccfa002a"|"73f316ac79c18950000001288d31ccea0029"|07.04.10 02:01:30,000000000|07.04.10 00:14:20,000000000
"73f316ac79c18950000001288d327d9d0079"|"73f316ac79c18950000001288d327d8d0078"|08.04.10 03:09:42,000000000|08.04.10 00:14:20,000000000
"73f316ac79c18950000001288d327dac007a"|"73f316ac79c18950000001288d327d9d0079"|08.04.10 03:19:42,000000000|08.04.10 03:19:42,000000000
"73f316ac79c18950000001288d327dbc007b"|"73f316ac79c18950000001288d327dac007a"|08.04.10 03:32:23,000000000|08.04.10 03:29:42,000000000
"73f316ac79c18950000001288d327dcc007c"|"73f316ac79c18950000001288d327dbc007b"|08.04.10 03:42:23,000000000|08.04.10 03:42:23,000000000
"73f316ac79c18950000001288d327ddb007d"|"73f316ac79c18950000001288d327dcc007c"|08.04.10 03:52:23,000000000|08.04.10 03:52:23,000000000
"73f316ac79c18950000001288d327deb007e"|"73f316ac79c18950000001288d327ddb007d"|08.04.10 06:11:21,000000000|08.04.10 04:02:23,000000000
"73f316ac79c18950000001288d327dfa007f"|"73f316ac79c18950000001288d327deb007e"|08.04.10 07:22:09,000000000|08.04.10 06:21:21,000000000
"73f316ac79c18950000001288d327e0a0080"|"73f316ac79c18950000001288d327dfa007f"|08.04.10 08:34:07,000000000|08.04.10 07:42:09,000000000
"73f316ac79c18950000001288d327e1a0081"|"73f316ac79c18950000001288d327e0a0080"|08.04.10 08:40:02,000000000|08.04.10 08:14:07,000000000
"73f316ac79c18950000001288d328a4f0083"|"73f316ac79c18950000001288d328a3f0082"|08.04.10 08:54:50,000000000|08.04.10 08:40:02,000000000
"73f316ac79c18950000001288d328a5e0084"|"73f316ac79c18950000001288d328a4f0083"|08.04.10 09:26:23,000000000|08.04.10 09:14:50,000000000
"73f316ac79c18950000001288d328a6e0085"|"73f316ac79c18950000001288d328a5e0084"|08.04.10 09:47:08,000000000|08.04.10 09:46:23,000000000
"73f316ac79c18950000001288d328a7e0086"|"73f316ac79c18950000001288d328a6e0085"|08.04.10 09:57:08,000000000|08.04.10 09:57:08,000000000
"73f316ac79c18950000001288d328a8d0087"|"73f316ac79c18950000001288d328a7e0086"|08.04.10 10:07:48,000000000|08.04.10 10:07:08,000000000
"73f316ac79c18950000001288d328a9d0088"|"73f316ac79c18950000001288d328a8d0087"|08.04.10 10:36:51,000000000|08.04.10 10:17:48,000000000
"73f316ac79c18950000001288d328aac0089"|"73f316ac79c18950000001288d328a9d0088"|08.04.10 10:58:52,000000000|08.04.10 10:46:51,000000000
"73f316ac79c18950000001288d328abc008a"|"73f316ac79c18950000001288d328aac0089"|08.04.10 11:58:07,000000000|08.04.10 11:18:52,000000000
"73f316ac79c18950000001288d328acc008b"|"73f316ac79c18950000001288d328abc008a"|08.04.10 13:19:52,000000000|08.04.10 12:08:07,000000000
"73f316ac79c18950000001288d328adb008c"|"73f316ac79c18950000001288d328acc008b"|08.04.10 13:42:17,000000000|08.04.10 13:39:52,000000000
"73f316ac79c18950000001288d328aeb008d"|"73f316ac79c18950000001288d328adb008c"|08.04.10 14:47:52,000000000|08.04.10 14:12:17,000000000
"73f316ac79c18950000001288d328afb008e"|"73f316ac79c18950000001288d328aeb008d"|08.04.10 15:11:21,000000000|08.04.10 14:57:52,000000000
"73f316ac79c18950000001288d328b0a008f"|"73f316ac79c18950000001288d328afb008e"|08.04.10 16:37:30,000000000|08.04.10 16:31:21,000000000
"73f316ac79c18950000001288d328b1a0090"|"73f316ac79c18950000001288d328b0a008f"|08.04.10 17:33:01,000000000|08.04.10 16:57:30,000000000
"73f316ac79c18950000001288d327d8d0078"|"73f316ac79c18950000001288d327d7d0077"|08.04.10 00:04:20,000000000|08.04.10 00:00:00,000000000
"73f316ac79c18950000001288d33abfb0017"|"73f316ac79c18950000001288d33abeb0016"|10.04.10 00:29:15,000000000|10.04.10 00:00:00,000000000
"73f316ac79c18950000001288d33ac0b0018"|"73f316ac79c18950000001288d33abfb0017"|10.04.10 03:06:07,000000000|10.04.10 00:59:15,000000000
"73f316ac79c18950000001288d33ac2a0019"|"73f316ac79c18950000001288d33ac0b0018"|10.04.10 04:39:57,000000000|10.04.10 03:16:07,000000000
"73f316ac79c18950000001288d33ac39001a"|"73f316ac79c18950000001288d33ac2a0019"|10.04.10 05:41:00,000000000|10.04.10 05:19:57,000000000
"73f316ac79c18950000001288d33b801001c"|"73f316ac79c18950000001288d33b7f1001b"|10.04.10 00:04:20,000000000|10.04.10 00:00:00,000000000
"73f316ac79c18950000001288d33b811001d"|"73f316ac79c18950000001288d33b801001c"|10.04.10 03:08:47,000000000|10.04.10 00:14:20,000000000
"73f316ac79c18950000001288d33b820001e"|"73f316ac79c18950000001288d33b811001d"|10.04.10 03:18:47,000000000|10.04.10 03:18:47,000000000
"73f316ac79c18950000001288d33b830001f"|"73f316ac79c18950000001288d33b820001e"|10.04.10 04:54:12,000000000|10.04.10 03:28:47,000000000
"73f316ac79c18950000001288d33b8400020"|"73f316ac79c18950000001288d33b830001f"|10.04.10 05:04:12,000000000|10.04.10 05:04:12,000000000
"73f316ac79c18950000001288d277b500066"|"73f316ac79c18950000001288d277b410065"|31.03.10 12:25:10,000000000|31.03.10 11:45:55,000000000
"73f316ac79c18950000001288d277b600067"|"73f316ac79c18950000001288d277b500066"|31.03.10 13:15:48,000000000|31.03.10 12:45:10,000000000
"73f316ac79c18950000001288d277b700068"|"73f316ac79c18950000001288d277b600067"|31.03.10 13:36:31,000000000|31.03.10 13:35:48,000000000
"73f316ac79c18950000001288d277b7f0069"|"73f316ac79c18950000001288d277b700068"|31.03.10 14:21:10,000000000|31.03.10 13:56:31,000000000
"73f316ac79c18950000001288d27889f006b"|"73f316ac79c18950000001288d27888f006a"|31.03.10 00:35:31,000000000|31.03.10 00:00:00,000000000
"73f316ac79c18950000001288d2788ae006c"|"73f316ac79c18950000001288d27889f006b"|31.03.10 04:21:16,000000000|31.03.10 03:45:31,000000000
"73f316ac79c18950000001288d2788be006d"|"73f316ac79c18950000001288d2788ae006c"|31.03.10 04:43:14,000000000|31.03.10 04:31:16,000000000
"73f316ac79c18950000001288d2788dd006e"|"73f316ac79c18950000001288d2788be006d"|31.03.10 04:53:14,000000000|31.03.10 04:53:14,000000000
"73f316ac79c18950000001288d2788ed006f"|"73f316ac79c18950000001288d2788dd006e"|31.03.10 05:39:52,000000000|31.03.10 05:03:14,000000000
"73f316ac79c18950000001288d2788fc0070"|"73f316ac79c18950000001288d2788ed006f"|31.03.10 06:44:52,000000000|31.03.10 05:49:52,000000000
"73f316ac79c18950000001288d27890c0071"|"73f316ac79c18950000001288d2788fc0070"|31.03.10 06:54:52,000000000|31.03.10 06:54:52,000000000
"73f316ac79c18950000001288d27891c0072"|"73f316ac79c18950000001288d27890c0071"|31.03.10 07:10:02,000000000|31.03.10 07:04:52,000000000
"73f316ac79c18950000001288d27892b0073"|"73f316ac79c18950000001288d27891c0072"|31.03.10 07:20:02,000000000|31.03.10 07:20:02,000000000
"73f316ac79c18950000001288d27893b0074"|"73f316ac79c18950000001288d27892b0073"|31.03.10 07:58:04,000000000|31.03.10 07:30:02,000000000
"73f316ac79c18950000001288d27894a0075"|"73f316ac79c18950000001288d27893b0074"|31.03.10 09:55:10,000000000|31.03.10 09:18:04,000000000
"73f316ac79c18950000001288d29436e0077"|"73f316ac79c18950000001288d29435e0076"|31.03.10 02:08:17,000000000|31.03.10 00:00:00,000000000
"73f316ac79c18950000001288d29438d0078"|"73f316ac79c18950000001288d29436e0077"|31.03.10 02:41:40,000000000|31.03.10 02:38:17,000000000
"73f316ac79c18950000001288d29439d0079"|"73f316ac79c18950000001288d29438d0078"|31.03.10 05:02:12,000000000|31.03.10 02:51:40,000000000
"73f316ac79c18950000001288d294d80007b"|"73f316ac79c18950000001288d294d61007a"|31.03.10 01:57:25,000000000|31.03.10 00:00:00,000000000
"73f316ac79c18950000001288d294d90007c"|"73f316ac79c18950000001288d294d80007b"|31.03.10 04:07:44,000000000|31.03.10 02:07:25,000000000
"73f316ac79c18950000001288d294d9f007d"|"73f316ac79c18950000001288d294d90007c"|31.03.10 05:45:25,000000000|31.03.10 04:17:44,000000000
"73f316ac79c18950000001288d294daf007e"|"73f316ac79c18950000001288d294d9f007d"|31.03.10 08:13:04,000000000|31.03.10 06:15:25,000000000
"73f316ac79c18950000001288d33b85f0021"|"73f316ac79c18950000001288d33b8400020"|10.04.10 06:21:53,000000000|10.04.10 05:14:12,000000000
"73f316ac79c18950000001288d33b86e0022"|"73f316ac79c18950000001288d33b85f0021"|10.04.10 07:12:11,000000000|10.04.10 06:31:53,000000000
"73f316ac79c18950000001288d29e1f000ce"|"73f316ac79c18950000001288d29e1e000cd"|01.04.10 06:13:43,000000000|01.04.10 05:48:21,000000000
"73f316ac79c18950000001288d29e20000cf"|"73f316ac79c18950000001288d29e1f000ce"|01.04.10 06:57:30,000000000|01.04.10 06:23:43,000000000
"73f316ac79c18950000001288d29e20f00d0"|"73f316ac79c18950000001288d29e20000cf"|01.04.10 07:07:30,000000000|01.04.10 07:07:30,000000000
"73f316ac79c18950000001288d29e21f00d1"|"73f316ac79c18950000001288d29e20f00d0"|01.04.10 07:24:46,000000000|01.04.10 07:17:30,000000000
"73f316ac79c18950000001288d29e22f00d2"|"73f316ac79c18950000001288d29e21f00d1"|01.04.10 08:27:24,000000000|01.04.10 07:44:46,000000000
"73f316ac79c18950000001288d29e24e00d3"|"73f316ac79c18950000001288d29e22f00d2"|01.04.10 08:37:24,000000000|01.04.10 08:37:24,000000000
"73f316ac79c18950000001288d29e25d00d4"|"73f316ac79c18950000001288d29e24e00d3"|01.04.10 08:47:24,000000000|01.04.10 08:47:24,000000000
"73f316ac79c18950000001288d29e25d00d5"|"73f316ac79c18950000001288d29e25d00d4"|01.04.10 09:19:24,000000000|01.04.10 08:57:24,000000000
"73f316ac79c18950000001288d29e26d00d6"|"73f316ac79c18950000001288d29e25d00d5"|01.04.10 09:53:41,000000000|01.04.10 09:39:24,000000000
"73f316ac79c18950000001288d29e28c00d7"|"73f316ac79c18950000001288d29e26d00d6"|01.04.10 10:03:41,000000000|01.04.10 10:03:41,000000000
"73f316ac79c18950000001288d29e29c00d8"|"73f316ac79c18950000001288d29e28c00d7"|01.04.10 10:38:40,000000000|01.04.10 10:13:41,000000000
"73f316ac79c18950000001288d29e2ac00d9"|"73f316ac79c18950000001288d29e29c00d8"|01.04.10 11:10:52,000000000|01.04.10 10:48:40,000000000
"73f316ac79c18950000001288d29ff2c00db"|"73f316ac79c18950000001288d29ff1d00da"|01.04.10 01:57:25,000000000|01.04.10 00:00:00,000000000
"73f316ac79c18950000001288d29ff3c00dc"|"73f316ac79c18950000001288d29ff2c00db"|01.04.10 03:21:05,000000000|01.04.10 02:07:25,000000000
"73f316ac79c18950000001288d29ff4c00dd"|"73f316ac79c18950000001288d29ff3c00dc"|01.04.10 05:38:44,000000000|01.04.10 03:41:05,000000000
"73f316ac79c18950000001288d2a0b8100df"|"73f316ac79c18950000001288d2a0b7100de"|01.04.10 07:28:46,000000000|01.04.10 05:38:44,000000000
"73f316ac79c18950000001288d2a0b9000e0"|"73f316ac79c18950000001288d2a0b8100df"|01.04.10 09:54:02,000000000|01.04.10 08:18:46,000000000
"73f316ac79c18950000001288d2a0ba000e1"|"73f316ac79c18950000001288d2a0b9000e0"|01.04.10 10:45:39,000000000|01.04.10 10:04:02,000000000
"73f316ac79c18950000001288d2a0bb000e2"|"73f316ac79c18950000001288d2a0ba000e1"|01.04.10 11:49:13,000000000|01.04.10 11:15:39,000000000
"73f316ac79c18950000001288d2b8c4500e4"|"73f316ac79c18950000001288d2b8c2500e3"|01.04.10 02:23:21,000000000|01.04.10 00:00:00,000000000
"73f316ac79c18950000001288d2b8c5400e5"|"73f316ac79c18950000001288d2b8c4500e4"|01.04.10 07:13:52,000000000|01.04.10 04:43:21,000000000
"73f316ac79c18950000001288d25406400fd"|"73f316ac79c18950000001288d25405400fc"|30.03.10 01:53:15,000000000|30.03.10 00:00:00,000000000
"73f316ac79c18950000001288d25407400fe"|"73f316ac79c18950000001288d25406400fd"|30.03.10 04:14:36,000000000|30.03.10 03:23:15,000000000
"73f316ac79c18950000001288d2540830000"|"73f316ac79c18950000001288d25407400fe"|30.03.10 05:32:51,000000000|30.03.10 04:24:36,000000000
"73f316ac79c18950000001288d254eeb0002"|"73f316ac79c18950000001288d254edb0001"|30.03.10 02:06:59,000000000|30.03.10 00:00:00,000000000
"73f316ac79c18950000001288d254efa0003"|"73f316ac79c18950000001288d254eeb0002"|30.03.10 02:20:13,000000000|30.03.10 02:16:59,000000000
"73f316ac79c18950000001288d254f0a0004"|"73f316ac79c18950000001288d254efa0003"|30.03.10 05:07:04,000000000|30.03.10 03:00:13,000000000
"73f316ac79c18950000001288d255a350006"|"73f316ac79c18950000001288d255a260005"|30.03.10 01:46:11,000000000|30.03.10 00:00:00,000000000
"73f316ac79c18950000001288d255a450007"|"73f316ac79c18950000001288d255a350006"|30.03.10 04:02:22,000000000|30.03.10 02:16:11,000000000
"73f316ac79c18950000001288d25c43a0009"|"73f316ac79c18950000001288d25c42a0008"|30.03.10 01:00:21,000000000|30.03.10 00:00:00,000000000
"73f316ac79c18950000001288d25c44a000a"|"73f316ac79c18950000001288d25c43a0009"|30.03.10 01:21:57,000000000|30.03.10 01:10:21,000000000
"73f316ac79c18950000001288d25c459000b"|"73f316ac79c18950000001288d25c44a000a"|30.03.10 01:31:57,000000000|30.03.10 01:31:57,000000000
"73f316ac79c18950000001288d25c469000c"|"73f316ac79c18950000001288d25c459000b"|30.03.10 02:08:00,000000000|30.03.10 01:41:57,000000000
"73f316ac79c18950000001288d25c479000d"|"73f316ac79c18950000001288d25c469000c"|30.03.10 02:26:32,000000000|30.03.10 02:18:00,000000000
"73f316ac79c18950000001288d25c488000e"|"73f316ac79c18950000001288d25c479000d"|30.03.10 03:51:51,000000000|30.03.10 02:56:32,000000000
"73f316ac79c18950000001288d25c4a7000f"|"73f316ac79c18950000001288d25c488000e"|30.03.10 05:09:03,000000000|30.03.10 04:31:51,000000000
"73f316ac79c18950000001288d25d3bb0011"|"73f316ac79c18950000001288d25d3ab0010"|30.03.10 00:20:46,000000000|30.03.10 00:00:00,000000000
"73f316ac79c18950000001288d25d3ca0012"|"73f316ac79c18950000001288d25d3bb0011"|30.03.10 00:45:24,000000000|30.03.10 00:30:46,000000000
"73f316ac79c18950000001288d25d3da0013"|"73f316ac79c18950000001288d25d3ca0012"|30.03.10 01:41:07,000000000|30.03.10 01:25:24,000000000
"73f316ac79c18950000001288d25d3ea0014"|"73f316ac79c18950000001288d25d3da0013"|30.03.10 04:47:58,000000000|30.03.10 03:01:07,000000000
"73f316ac79c18950000001288d25d4090015"|"73f316ac79c18950000001288d25d3ea0014"|30.03.10 06:24:41,000000000|30.03.10 04:57:58,000000000
"73f316ac79c18950000001288d2d45ad009e"|"73f316ac79c18950000001288d2d459d009d"|05.04.10 03:35:47,000000000|05.04.10 03:35:04,000000000
"73f316ac79c18950000001288d2d45bc009f"|"73f316ac79c18950000001288d2d45ad009e"|05.04.10 04:17:20,000000000|05.04.10 04:05:47,000000000
"73f316ac79c18950000001288d2d45cc00a0"|"73f316ac79c18950000001288d2d45bc009f"|05.04.10 04:42:08,000000000|05.04.10 04:27:20,000000000
"73f316ac79c18950000001288d2d549100a2"|"73f316ac79c18950000001288d2d548200a1"|05.04.10 00:43:18,000000000|05.04.10 00:00:00,000000000
"73f316ac79c18950000001288d2d54a100a3"|"73f316ac79c18950000001288d2d549100a2"|05.04.10 00:53:18,000000000|05.04.10 00:53:18,000000000
"73f316ac79c18950000001288d2d54b000a4"|"73f316ac79c18950000001288d2d54a100a3"|05.04.10 01:44:10,000000000|05.04.10 01:03:18,000000000
"73f316ac79c18950000001288d2d54c000a5"|"73f316ac79c18950000001288d2d54b000a4"|05.04.10 02:30:18,000000000|05.04.10 01:54:10,000000000
"73f316ac79c18950000001288d2d54d000a6"|"73f316ac79c18950000001288d2d54c000a5"|05.04.10 03:48:40,000000000|05.04.10 02:50:18,000000000
"73f316ac79c18950000001288d2d54df00a7"|"73f316ac79c18950000001288d2d54d000a6"|05.04.10 04:24:19,000000000|05.04.10 03:58:40,000000000
"73f316ac79c18950000001288d2d54ef00a8"|"73f316ac79c18950000001288d2d54df00a7"|05.04.10 05:30:28,000000000|05.04.10 05:24:19,000000000
"73f316ac79c18950000001288d2d550e00a9"|"73f316ac79c18950000001288d2d54ef00a8"|05.04.10 08:15:59,000000000|05.04.10 07:40:28,000000000
"73f316ac79c18950000001288d2d681900ab"|"73f316ac79c18950000001288d2d680a00aa"|05.04.10 10:07:03,000000000|05.04.10 08:15:59,000000000
"73f316ac79c18950000001288d2d682900ac"|"73f316ac79c18950000001288d2d681900ab"|05.04.10 12:19:45,000000000|05.04.10 10:17:03,000000000
"73f316ac79c18950000001288d2d683800ad"|"73f316ac79c18950000001288d2d682900ac"|05.04.10 12:34:58,000000000|05.04.10 12:29:45,000000000
"73f316ac79c18950000001288d2d684800ae"|"73f316ac79c18950000001288d2d683800ad"|05.04.10 14:06:49,000000000|05.04.10 12:44:58,000000000
"73f316ac79c18950000001288d2d685800af"|"73f316ac79c18950000001288d2d684800ae"|05.04.10 14:41:48,000000000|05.04.10 14:16:49,000000000
"73f316ac79c18950000001288d2d686700b0"|"73f316ac79c18950000001288d2d685800af"|05.04.10 15:32:48,000000000|05.04.10 14:51:48,000000000
"73f316ac79c18950000001288d2d687700b1"|"73f316ac79c18950000001288d2d686700b0"|05.04.10 16:42:38,000000000|05.04.10 15:42:48,000000000
"73f316ac79c18950000001288d2d688700b2"|"73f316ac79c18950000001288d2d687700b1"|05.04.10 16:54:03,000000000|05.04.10 16:52:38,000000000
"73f316ac79c18950000001288d2d689600b3"|"73f316ac79c18950000001288d2d688700b2"|05.04.10 17:04:03,000000000|05.04.10 17:04:03,000000000
"73f316ac79c18950000001288d2d68a600b4"|"73f316ac79c18950000001288d2d689600b3"|05.04.10 17:19:15,000000000|05.04.10 17:14:03,000000000
"73f316ac79c18950000001288d2d774c00b6"|"73f316ac79c18950000001288d2d773c00b5"|05.04.10 01:57:25,000000000|05.04.10 00:00:00,000000000
"73f316ac79c18950000001288d2b8c6400e6"|"73f316ac79c18950000001288d2b8c5400e5"|01.04.10 08:02:26,000000000|01.04.10 07:33:52,000000000
"73f316ac79c18950000001288d25e5eb0017"|"73f316ac79c18950000001288d25e5db0016"|30.03.10 00:04:20,000000000|30.03.10 00:00:00,000000000
"73f316ac79c18950000001288d2c493c0037"|"73f316ac79c18950000001288d2c492c0036"|02.04.10 06:00:00,000000000|02.04.10 03:51:43,000000000
"73f316ac79c18950000001288d2c495b0038"|"73f316ac79c18950000001288d2c493c0037"|02.04.10 08:18:17,000000000|02.04.10 06:10:00,000000000
"73f316ac79c18950000001288d2c53ea003a"|"73f316ac79c18950000001288d2c53da0039"|02.04.10 14:26:30,000000000|02.04.10 12:57:31,000000000
"73f316ac79c18950000001288d2c53fa003b"|"73f316ac79c18950000001288d2c53ea003a"|02.04.10 16:05:29,000000000|02.04.10 14:36:30,000000000
"73f316ac79c18950000001288d2c5d21003d"|"73f316ac79c18950000001288d2c5d12003c"|02.04.10 14:42:08,000000000|02.04.10 12:35:39,000000000
"73f316ac79c18950000001288d2c5d31003e"|"73f316ac79c18950000001288d2c5d21003d"|02.04.10 16:02:00,000000000|02.04.10 14:52:08,000000000
"73f316ac79c18950000001288d2c5d41003f"|"73f316ac79c18950000001288d2c5d31003e"|02.04.10 17:56:57,000000000|02.04.10 16:22:00,000000000
"73f316ac79c18950000001288d2c5d500040"|"73f316ac79c18950000001288d2c5d41003f"|02.04.10 18:41:24,000000000|02.04.10 18:16:57,000000000
"73f316ac79c18950000001288d2c5d600041"|"73f316ac79c18950000001288d2c5d500040"|02.04.10 19:08:57,000000000|02.04.10 18:51:24,000000000
"73f316ac79c18950000001288d2c6a120043"|"73f316ac79c18950000001288d2c6a020042"|03.04.10 01:53:15,000000000|03.04.10 00:00:00,000000000
"73f316ac79c18950000001288d2c6a220044"|"73f316ac79c18950000001288d2c6a120043"|03.04.10 04:26:30,000000000|03.04.10 02:33:15,000000000
"73f316ac79c18950000001288d2c73690046"|"73f316ac79c18950000001288d2c73590045"|03.04.10 02:06:51,000000000|03.04.10 00:00:00,000000000
"73f316ac79c18950000001288d2c73780047"|"73f316ac79c18950000001288d2c73690046"|03.04.10 04:33:42,000000000|03.04.10 02:26:51,000000000
"73f316ac79c18950000001288d2c7ffb0049"|"73f316ac79c18950000001288d2c7fec0048"|03.04.10 00:29:15,000000000|03.04.10 00:00:00,000000000
"73f316ac79c18950000001288d2c801b004a"|"73f316ac79c18950000001288d2c7ffb0049"|03.04.10 03:06:07,000000000|03.04.10 00:59:15,000000000
"73f316ac79c18950000001288d2c802a004b"|"73f316ac79c18950000001288d2c801b004a"|03.04.10 04:39:57,000000000|03.04.10 03:16:07,000000000
"73f316ac79c18950000001288d2c803a004c"|"73f316ac79c18950000001288d2c802a004b"|03.04.10 05:41:00,000000000|03.04.10 05:19:57,000000000
"73f316ac79c18950000001288d2c8f4d004e"|"73f316ac79c18950000001288d2c8f3e004d"|03.04.10 00:04:20,000000000|03.04.10 00:00:00,000000000
"73f316ac79c18950000001288d2d775b00b7"|"73f316ac79c18950000001288d2d774c00b6"|05.04.10 04:07:44,000000000|05.04.10 02:07:25,000000000
"73f316ac79c18950000001288d3200fa0045"|"73f316ac79c18950000001288d3200eb0044"|07.04.10 02:08:17,000000000|07.04.10 00:00:00,000000000
"73f316ac79c18950000001288d32010a0046"|"73f316ac79c18950000001288d3200fa0045"|07.04.10 02:41:40,000000000|07.04.10 02:38:17,000000000
"73f316ac79c18950000001288d32011a0047"|"73f316ac79c18950000001288d32010a0046"|07.04.10 05:02:12,000000000|07.04.10 02:51:40,000000000
"73f316ac79c18950000001288d320c260049"|"73f316ac79c18950000001288d320c160048"|07.04.10 02:06:29,000000000|07.04.10 00:00:00,000000000
"73f316ac79c18950000001288d320c35004a"|"73f316ac79c18950000001288d320c260049"|07.04.10 03:46:21,000000000|07.04.10 02:36:29,000000000
"73f316ac79c18950000001288d320c45004b"|"73f316ac79c18950000001288d320c35004a"|07.04.10 06:11:37,000000000|07.04.10 04:36:21,000000000
"73f316ac79c18950000001288d320c55004c"|"73f316ac79c18950000001288d320c45004b"|07.04.10 07:03:14,000000000|07.04.10 06:21:37,000000000
"73f316ac79c18950000001288d320c64004d"|"73f316ac79c18950000001288d320c55004c"|07.04.10 07:56:48,000000000|07.04.10 07:23:14,000000000
"73f316ac79c18950000001288d32184b004f"|"73f316ac79c18950000001288d32183c004e"|07.04.10 09:54:27,000000000|07.04.10 07:56:48,000000000
"73f316ac79c18950000001288d32185b0050"|"73f316ac79c18950000001288d32184b004f"|07.04.10 11:52:08,000000000|07.04.10 10:24:27,000000000
"73f316ac79c18950000001288d32186a0051"|"73f316ac79c18950000001288d32185b0050"|07.04.10 14:02:27,000000000|07.04.10 12:02:08,000000000
"73f316ac79c18950000001288d32187a0052"|"73f316ac79c18950000001288d32186a0051"|07.04.10 16:09:52,000000000|07.04.10 14:12:27,000000000
"73f316ac79c18950000001288d3221c10054"|"73f316ac79c18950000001288d3221b10053"|07.04.10 02:23:21,000000000|07.04.10 00:00:00,000000000
"73f316ac79c18950000001288d3221d10055"|"73f316ac79c18950000001288d3221c10054"|07.04.10 06:53:52,000000000|07.04.10 04:23:21,000000000
"73f316ac79c18950000001288d3221e00056"|"73f316ac79c18950000001288d3221d10055"|07.04.10 08:02:26,000000000|07.04.10 07:33:52,000000000
"73f316ac79c18950000001288d322f7d0058"|"73f316ac79c18950000001288d322f6d0057"|07.04.10 09:06:23,000000000|07.04.10 08:02:26,000000000
"73f316ac79c18950000001288d322f8c0059"|"73f316ac79c18950000001288d322f7d0058"|07.04.10 10:46:23,000000000|07.04.10 09:16:23,000000000
"73f316ac79c18950000001288d322f9c005a"|"73f316ac79c18950000001288d322f8c0059"|07.04.10 13:22:46,000000000|07.04.10 10:56:23,000000000
"73f316ac79c18950000001288d323ae7005c"|"73f316ac79c18950000001288d323ac7005b"|08.04.10 01:01:24,000000000|08.04.10 00:00:00,000000000
"73f316ac79c18950000001288d323af6005d"|"73f316ac79c18950000001288d323ae7005c"|08.04.10 03:19:22,000000000|08.04.10 01:11:24,000000000
"73f316ac79c18950000001288d33397a00e2"|"73f316ac79c18950000001288d33396b00e1"|09.04.10 09:47:38,000000000|09.04.10 09:00:00,000000000
"73f316ac79c18950000001288d33398a00e3"|"73f316ac79c18950000001288d33397a00e2"|09.04.10 09:57:38,000000000|09.04.10 09:57:38,000000000
"73f316ac79c18950000001288d33399a00e4"|"73f316ac79c18950000001288d33398a00e3"|09.04.10 10:30:41,000000000|09.04.10 10:07:38,000000000
"73f316ac79c18950000001288d3339a900e5"|"73f316ac79c18950000001288d33399a00e4"|09.04.10 11:26:09,000000000|09.04.10 10:40:41,000000000
"73f316ac79c18950000001288d3339b900e6"|"73f316ac79c18950000001288d3339a900e5"|09.04.10 11:36:09,000000000|09.04.10 11:36:09,000000000
"73f316ac79c18950000001288d3339c900e7"|"73f316ac79c18950000001288d3339b900e6"|09.04.10 11:50:23,000000000|09.04.10 11:46:09,000000000
"73f316ac79c18950000001288d3339d800e8"|"73f316ac79c18950000001288d3339c900e7"|09.04.10 12:00:23,000000000|09.04.10 12:00:23,000000000
"73f316ac79c18950000001288d3339e800e9"|"73f316ac79c18950000001288d3339d800e8"|09.04.10 12:34:56,000000000|09.04.10 12:10:23,000000000
"73f316ac79c18950000001288d3339f700ea"|"73f316ac79c18950000001288d3339e800e9"|09.04.10 14:08:25,000000000|09.04.10 13:54:56,000000000
"73f316ac79c18950000001288d333a0700eb"|"73f316ac79c18950000001288d3339f700ea"|09.04.10 14:42:05,000000000|09.04.10 14:18:25,000000000
"73f316ac79c18950000001288d33520400ed"|"73f316ac79c18950000001288d3351f400ec"|09.04.10 06:00:00,000000000|09.04.10 05:34:05,000000000
"73f316ac79c18950000001288d33521300ee"|"73f316ac79c18950000001288d33520400ed"|09.04.10 06:21:58,000000000|09.04.10 06:10:00,000000000
"73f316ac79c18950000001288d33522300ef"|"73f316ac79c18950000001288d33521300ee"|09.04.10 07:45:38,000000000|09.04.10 07:11:58,000000000
"73f316ac79c18950000001288d33523300f0"|"73f316ac79c18950000001288d33522300ef"|09.04.10 08:22:47,000000000|09.04.10 07:55:38,000000000
"73f316ac79c18950000001288d33524200f1"|"73f316ac79c18950000001288d33523300f0"|09.04.10 10:39:57,000000000|09.04.10 08:32:47,000000000
"73f316ac79c18950000001288d33525200f2"|"73f316ac79c18950000001288d33524200f1"|09.04.10 10:49:57,000000000|09.04.10 10:49:57,000000000
"73f316ac79c18950000001288d33526100f3"|"73f316ac79c18950000001288d33525200f2"|09.04.10 13:02:18,000000000|09.04.10 10:59:57,000000000
"73f316ac79c18950000001288d33527100f4"|"73f316ac79c18950000001288d33526100f3"|09.04.10 14:15:41,000000000|09.04.10 13:12:18,000000000
"73f316ac79c18950000001288d33528100f5"|"73f316ac79c18950000001288d33527100f4"|09.04.10 15:33:41,000000000|09.04.10 14:45:41,000000000
"73f316ac79c18950000001288d33529000f6"|"73f316ac79c18950000001288d33528100f5"|09.04.10 15:48:01,000000000|09.04.10 15:43:41,000000000
"73f316ac79c18950000001288d33605c00f8"|"73f316ac79c18950000001288d33604c00f7"|09.04.10 06:00:00,000000000|09.04.10 04:02:35,000000000
